Amount,Currency Name,Purchase Date,Date Sold,Cost Basis,Proceeds
1554321.5,iBTC/ADA LP,05/26/2023,09/14/2023,328.79,268.07
1554321.5,iBTC/ADA LP,05/26/2023,09/14/2023,328.79,268.07
2567932.0,iBTC/ADA LP,07/04/2023,09/14/2023,1021.5,442.89
2567932.0,iBTC/ADA LP,07/04/2023,09/14/2023,1021.5,442.89
0.002738,iBTC,09/06/2023,09/14/2023,75.67,80.09
0.001355,iBTC,08/23/2023,09/14/2023,37.55,39.64
0.020298,iBTC,09/14/2023,09/14/2023,591.68,593.75
23.995654,VYFI,05/28/2023,09/14/2023,9.79,6.81
16.00984,INDY,08/18/2023,09/15/2023,34.06,25.29
39.091606,VYFI,05/28/2023,09/19/2023,15.95,9.72
244.293712,ADA,07/27/2023,09/21/2023,75.72,61.53
31.684035,INDY,08/18/2023,10/03/2023,67.4,46.85
104.933957,ADA,07/27/2023,10/04/2023,32.52,26.95
50.0,ADA,07/27/2023,10/06/2023,15.5,13.28
6.631254,ADA,07/27/2023,10/07/2023,2.06,1.7
235.127824,ADA,08/08/2023,10/07/2023,70.99,60.43
859.166994,ADA,08/10/2023,10/07/2023,256.34,220.83
3753.026845,ADA,08/10/2023,10/07/2023,1118.55,964.61
13.348745,INDY,08/18/2023,10/09/2023,28.39,21.93
50.0,ADA,08/10/2023,10/16/2023,14.9,12.58
600.0,ADA,08/10/2023,10/20/2023,178.82,150.05
31.525759,INDY,08/18/2023,10/20/2023,67.06,53.29
231.171241,ADA,08/10/2023,10/20/2023,68.9,57.8
1126.816015,ADA,08/10/2023,10/20/2023,335.26,281.75
142.012744,ADA,07/03/2023,10/20/2023,42.07,35.51
1400.0,ADA,07/03/2023,10/20/2023,414.76,350.58
70.0,ADA,07/03/2023,10/22/2023,20.74,18.24
115.0,ADA,07/03/2023,10/23/2023,34.07,30.7
4971.365168,HUNT,10/20/2023,10/27/2023,375.07,363.77
1200.0,ADA,07/03/2023,10/27/2023,355.5,342.17
24.626588,INDY,08/18/2023,10/31/2023,52.38,44.58
10.616918,INDY,08/18/2023,11/02/2023,22.58,21.02
125.0,ADA,07/03/2023,11/02/2023,37.03,39.57
60.0,ADA,07/03/2023,11/04/2023,17.78,19.45
456.004581,ADA,07/03/2023,11/06/2023,135.09,166.47
43.995419,ADA,06/22/2023,11/06/2023,12.81,16.06
20.0,ADA,06/22/2023,11/09/2023,5.82,7.15
100.0,ADA,06/22/2023,11/09/2023,29.11,36.67
100.0,ADA,06/22/2023,11/09/2023,29.11,36.67
100.0,ADA,06/22/2023,11/09/2023,29.11,36.67
100.0,ADA,06/22/2023,11/09/2023,29.11,36.62
100.0,ADA,06/22/2023,11/09/2023,29.11,36.62
43.667513,ADA,06/22/2023,11/10/2023,12.71,16.24
56.332487,ADA,06/22/2023,11/10/2023,16.31,20.95
10.348436,INDY,08/18/2023,11/10/2023,22.01,23.11
200.0,ADA,06/22/2023,11/10/2023,57.92,74.74
100.0,ADA,06/22/2023,11/10/2023,28.96,37.4
100.0,ADA,06/22/2023,11/10/2023,28.96,37.51
100.0,ADA,06/22/2023,11/14/2023,28.96,35.74
10.168188,ADA,06/22/2023,11/16/2023,2.94,3.76
589.831812,ADA,06/22/2023,11/16/2023,170.81,218.31
214.607097,ADA,06/22/2023,11/16/2023,62.15,79.57
79.977816,ADA,06/26/2023,11/16/2023,22.88,29.65
5.415087,ADA,06/21/2023,11/16/2023,1.52,2.01
78.437807,ADA,06/21/2023,11/16/2023,22.04,29.11
221.662193,ADA,08/16/2023,11/16/2023,61.73,82.27
84.551947,ADA,08/16/2023,11/22/2023,23.55,31.25
35.448053,ADA,08/16/2023,11/22/2023,9.74,13.1
1344.678006,HUNT,11/16/2023,11/22/2023,111.23,103.5
1359.227311,HUNT,11/16/2023,11/22/2023,111.39,104.62
510.841292,ADA,08/16/2023,11/25/2023,140.42,201.61
592.795303,ADA,08/16/2023,11/25/2023,162.65,233.96
3789.571435,ADA,08/16/2023,11/25/2023,1039.76,1495.62
306.420195,ADA,08/16/2023,11/25/2023,84.06,120.93
8006.027088,HUNT,11/25/2023,11/25/2023,789.33,786.97
31.325686,INDY,08/18/2023,11/25/2023,66.63,72.9
234.015168,ADA,08/16/2023,11/25/2023,64.19,92.41
82.029035,ADA,06/29/2023,11/25/2023,22.24,32.39
616.069913,ADA,08/20/2023,11/25/2023,166.06,243.28
400.0,ADA,08/20/2023,11/26/2023,107.82,152.51
3836.153511,HUNT,11/25/2023,11/26/2023,368.09,345.07
110.080987,HUNT,10/20/2023,11/26/2023,8.31,9.9
74358354.5,iUSD/ADA LP,05/23/2023,11/26/2023,90.36,90.89
74358354.5,iUSD/ADA LP,05/23/2023,11/26/2023,90.36,90.89
688028925.0,iUSD/ADA LP,05/23/2023,11/26/2023,824.17,841.02
688028925.0,iUSD/ADA LP,05/23/2023,11/26/2023,824.17,841.02
1192.853437,iUSD,11/26/2023,11/26/2023,1117.92,1114.38
2877.043471,ADA,11/26/2023,11/26/2023,1114.38,1114.38
2301.680917,ADA,11/26/2023,11/26/2023,891.46,891.52
104.429727,ADA,11/26/2023,11/27/2023,40.45,40.64
935.570273,ADA,08/20/2023,11/27/2023,252.19,364.06
722.825595,ADA,08/20/2023,11/27/2023,194.84,281.27
270.517607,ADA,08/20/2023,11/27/2023,72.83,105.27
26.656798,ADA,08/20/2023,11/27/2023,7.17,10.37
940.1,ADA,08/20/2023,11/27/2023,252.94,365.82
156.794526,ADA,08/20/2023,11/27/2023,42.19,60.82
43.205474,ADA,08/20/2023,11/27/2023,11.62,16.76
107.250185,CGI,11/27/2023,11/27/2023,77.58,87.96
228.589723,ADA,11/27/2023,11/27/2023,87.96,88.17
71.410277,ADA,08/20/2023,11/27/2023,19.21,27.54
146.919833,CGI,11/27/2023,11/27/2023,115.71,143.98
372.527577,ADA,11/27/2023,11/27/2023,143.98,143.64
27.472423,ADA,08/20/2023,11/27/2023,7.39,10.59
127532613.5,iUSD/ADA LP,06/06/2023,11/27/2023,153.69,153.81
127532613.5,iUSD/ADA LP,06/06/2023,11/27/2023,153.69,153.81
162223937.0,iUSD/ADA LP,10/27/2023,11/27/2023,171.09,195.64
162223937.0,iUSD/ADA LP,10/27/2023,11/27/2023,171.09,195.64
221244919.0,iUSD/ADA LP,06/14/2023,11/27/2023,234.18,266.83
221244919.0,iUSD/ADA LP,06/14/2023,11/27/2023,234.18,266.83
251385810.0,iUSD/ADA LP,05/23/2023,11/27/2023,301.13,303.18
251385810.0,iUSD/ADA LP,05/23/2023,11/27/2023,301.13,303.18
1180.666698,iUSD,11/27/2023,11/27/2023,1105.26,1115.55
2944.541303,ADA,11/27/2023,11/27/2023,1115.55,1115.94
2250.471637,ADA,11/27/2023,11/27/2023,849.39,852.9
180.75,ADA,11/27/2023,11/27/2023,68.22,68.64
4.874041,ADA,11/27/2023,11/28/2023,1.84,1.89
0.785959,ADA,08/20/2023,11/28/2023,0.21,0.3
290.0,ADA,08/20/2023,11/28/2023,78.03,112.42
18649668.5,INDY/ADA LP,11/25/2023,11/29/2023,72.9,34.41
18649668.5,INDY/ADA LP,11/25/2023,11/29/2023,72.9,34.41
6205274.5,INDY/ADA LP,11/10/2023,11/29/2023,23.11,11.45
6205274.5,INDY/ADA LP,11/10/2023,11/29/2023,23.11,11.45
6528655.5,INDY/ADA LP,11/02/2023,11/29/2023,21.02,12.05
6528655.5,INDY/ADA LP,11/02/2023,11/29/2023,21.02,12.05
6143060.5,INDY/ADA LP,10/31/2023,11/29/2023,18.13,11.34
6143060.5,INDY/ADA LP,10/31/2023,11/29/2023,18.13,11.34
653.792144,INDY,11/29/2023,11/29/2023,1399.8,1393.01
3620.758298,ADA,11/29/2023,11/29/2023,1393.01,1393.01
179.993312,ADA,11/29/2023,11/29/2023,69.25,69.25
8.309959,ADA,08/20/2023,11/29/2023,2.24,3.2
76623830.5,DJED/ADA LP,10/07/2023,11/29/2023,78.45,96.92
76623830.5,DJED/ADA LP,10/07/2023,11/29/2023,78.45,96.92
97.603662,DJED,11/29/2023,11/29/2023,96.92,97.15
252.118071,ADA,11/29/2023,11/29/2023,96.92,96.9
246.291929,ADA,11/29/2023,11/29/2023,94.66,94.66
76623830.5,DJED/ADA LP,10/07/2023,11/29/2023,78.45,97.11
76623830.5,DJED/ADA LP,10/07/2023,11/29/2023,78.45,97.11
97.325296,DJED,11/29/2023,11/29/2023,97.11,97.13
6.475369,ADA,11/29/2023,11/29/2023,2.49,2.49
252.873306,ADA,11/29/2023,11/29/2023,97.11,97.1
252.919835,ADA,11/29/2023,11/29/2023,97.13,97.12
2.436895,ADA,08/20/2023,11/29/2023,0.66,0.94
8.463996,INDY,11/29/2023,11/29/2023,18.12,18.45
20144354.0,INDY/ADA LP,10/20/2023,11/29/2023,53.29,37.56
20144354.0,INDY/ADA LP,10/20/2023,11/29/2023,53.29,37.56
8421800.5,INDY/ADA LP,10/09/2023,11/29/2023,21.93,15.7
8421800.5,INDY/ADA LP,10/09/2023,11/29/2023,21.93,15.7
8960505.0,INDY/ADA LP,10/31/2023,11/29/2023,26.45,16.71
8960505.0,INDY/ADA LP,10/31/2023,11/29/2023,26.45,16.71
47.975859,ADA,11/29/2023,11/29/2023,18.45,18.42
152.024141,ADA,11/29/2023,11/29/2023,58.47,58.37
661.682543,INDY,11/29/2023,11/29/2023,1446.95,1438.22
29.905159,ADA,11/29/2023,11/29/2023,11.5,11.47
3735.920202,ADA,11/29/2023,11/29/2023,1434.48,1432.51
142.132206,TEDY,11/29/2023,12/01/2023,76.69,80.67
142.48227,TEDY,11/29/2023,12/01/2023,76.79,80.87
315.385524,TEDY,11/29/2023,12/01/2023,154.48,179.0
9.744288,ADA,11/29/2023,12/01/2023,3.74,3.64
215.721495,ADA,12/01/2023,12/01/2023,80.67,80.67
216.252805,ADA,12/01/2023,12/01/2023,80.87,80.87
459.362088,ADA,12/01/2023,12/01/2023,171.78,171.78
290.986355,TEDY,11/29/2023,12/01/2023,141.36,165.17
233.559794,TEDY,11/28/2023,12/01/2023,112.42,132.58
4.583392,TEDY,11/28/2023,12/01/2023,2.19,2.6
64.498849,TEDY,11/29/2023,12/01/2023,31.59,36.61
2452598.0,iBTC/ADA LP,05/20/2023,12/01/2023,533.11,615.64
2452598.0,iBTC/ADA LP,05/20/2023,12/01/2023,533.11,615.64
1622.233372,ADA,12/01/2023,12/01/2023,615.64,615.64
0.203922,ADA,12/01/2023,12/01/2023,0.08,0.08
0.004092,iBTC,09/14/2023,12/01/2023,119.28,142.32
0.013611,iBTC,12/01/2023,12/01/2023,473.33,473.39
675863.0,iETH/ADA LP,04/13/2023,12/01/2023,41.52,39.87
675863.0,iETH/ADA LP,04/13/2023,12/01/2023,41.52,39.87
13383417.0,iETH/ADA LP,04/24/2023,12/01/2023,768.0,789.41
13383417.0,iETH/ADA LP,04/24/2023,12/01/2023,768.0,789.41
2995814.0,iETH/ADA LP,05/18/2023,12/01/2023,168.21,176.7
2995814.0,iETH/ADA LP,05/18/2023,12/01/2023,168.21,176.7
1166.603487,ADA,12/01/2023,12/01/2023,449.23,449.23
0.034101,iETH,05/18/2023,12/01/2023,65.78,68.4
0.189874,iETH,12/01/2023,12/01/2023,376.35,380.83
649021713.5,FACT/ADA LP,11/29/2023,12/01/2023,98.82,99.38
649021713.5,FACT/ADA LP,11/29/2023,12/01/2023,98.82,99.38
256.474031,ADA,12/01/2023,12/01/2023,98.76,98.71
7186.346115,FACT,12/01/2023,12/01/2023,99.52,98.71
8825333.5,LENFI/ADA LP,11/09/2023,12/01/2023,18.33,18.28
8825333.5,LENFI/ADA LP,11/09/2023,12/01/2023,18.33,18.28
57.972634,ADA,12/01/2023,12/01/2023,22.32,22.28
8.542097,LENFI,10/22/2023,12/01/2023,18.24,22.28
0.14,iETH,12/01/2023,12/03/2023,277.49,276.5
10081393.5,iETH/ADA LP,05/20/2023,12/03/2023,575.98,597.86
10081393.5,iETH/ADA LP,05/20/2023,12/03/2023,575.98,597.86
6973701.0,iETH/ADA LP,05/18/2023,12/03/2023,391.55,413.56
6973701.0,iETH/ADA LP,05/18/2023,12/03/2023,391.55,413.56
2598.090251,ADA,12/03/2023,12/03/2023,1011.42,1011.42
702.231646,ADA,12/03/2023,12/03/2023,273.32,273.37
0.177658,iETH,12/01/2023,12/03/2023,352.13,360.21
0.456017,iETH,12/03/2023,12/03/2023,903.51,924.59
305064381.0,HUNT/ADA LP,11/22/2023,12/03/2023,208.12,126.72
305064381.0,HUNT/ADA LP,11/22/2023,12/03/2023,208.12,126.72
252834051.0,HUNT/ADA LP,11/06/2023,12/03/2023,91.26,105.03
252834051.0,HUNT/ADA LP,11/06/2023,12/03/2023,91.26,105.03
64518528.0,HUNT/ADA LP,11/02/2023,12/03/2023,19.79,26.8
64518528.0,HUNT/ADA LP,11/02/2023,12/03/2023,19.79,26.8
738.968987,HUNT,11/27/2023,12/03/2023,68.64,80.0
1773.212776,HUNT,12/03/2023,12/03/2023,190.86,191.98
650.0,ADA,12/03/2023,12/03/2023,253.53,253.54
12.867389,ADA,12/03/2023,12/03/2023,5.02,5.02
205.277429,ADA,12/03/2023,12/03/2023,80.0,80.1
477.360289,ADA,12/03/2023,12/03/2023,186.05,186.26
463.815074,TEDY,12/03/2023,12/03/2023,253.54,253.32
11.20125,TEDY,11/29/2023,12/03/2023,5.49,6.12
2393871.5,iBTC/ADA LP,05/18/2023,12/03/2023,528.38,616.49
2393871.5,iBTC/ADA LP,05/18/2023,12/03/2023,528.38,616.49
58727.0,iBTC/ADA LP,05/20/2023,12/03/2023,12.77,15.12
58727.0,iBTC/ADA LP,05/20/2023,12/03/2023,12.77,15.12
15.21865,ADA,12/03/2023,12/03/2023,5.93,5.92
8.148445,ADA,12/03/2023,12/03/2023,3.17,3.17
1580.762431,ADA,12/03/2023,12/03/2023,614.87,614.87
0.004092,iBTC,12/01/2023,12/03/2023,142.3,144.29
0.013603,iBTC,12/03/2023,12/03/2023,485.55,479.67
170151.0,SNEK,10/23/2023,12/05/2023,30.7,85.23
202.956292,ADA,12/05/2023,12/06/2023,85.23,88.37
43.041864,ADA,12/03/2023,12/06/2023,16.74,18.74
44.001844,ADA,12/01/2023,12/06/2023,16.94,19.16
130.453946,OPTIM,11/22/2023,12/06/2023,44.35,48.06
868.312693,OPTIM,11/27/2023,12/06/2023,283.05,319.86
385.066706,OPTIM,11/27/2023,12/06/2023,124.32,141.43
421.166655,OPTIM,11/27/2023,12/06/2023,135.27,154.88
110.125535,ADA,12/06/2023,12/06/2023,48.06,47.93
733.00504,ADA,12/06/2023,12/06/2023,319.86,319.03
324.104511,ADA,12/06/2023,12/06/2023,141.43,141.06
336.39271,ADA,12/06/2023,12/06/2023,146.79,146.41
703.997105,OPTIM,11/16/2023,12/06/2023,222.07,255.24
160.407081,OPTIM,11/14/2023,12/06/2023,35.74,58.16
349.304574,OPTIM,11/27/2023,12/06/2023,113.87,126.64
591.367799,OPTIM,11/27/2023,12/06/2023,190.93,214.4
150.151808,CGI,11/27/2023,12/06/2023,154.23,264.15
400.0,ADA,12/06/2023,12/07/2023,175.91,179.95
200.659638,ADA,12/06/2023,12/07/2023,88.24,90.28
18.543373,ADA,12/06/2023,12/07/2023,8.09,8.34
179.858951,ADA,12/01/2023,12/07/2023,69.26,80.92
11709.993367,FACT,12/07/2023,12/07/2023,179.95,179.54
737.000285,HUNT,12/06/2023,12/09/2023,126.27,167.84
756.693705,HUNT,12/03/2023,12/09/2023,81.45,172.33
298.35232,HUNT,12/03/2023,12/09/2023,32.11,66.61
80.0,ADA,12/09/2023,12/09/2023,46.0,45.77
35.848901,ADA,12/09/2023,12/09/2023,20.61,20.51
44.07591,ADA,12/01/2023,12/09/2023,16.97,25.22
75.017277,TEDY,12/09/2023,12/09/2023,45.77,45.73
2339.875855,VYFI,09/21/2023,12/10/2023,566.13,649.86
154.600942,DJED,12/10/2023,12/10/2023,0,157.62
264.158872,ADA,12/10/2023,12/10/2023,157.62,157.62
1092.334484,ADA,12/10/2023,12/10/2023,649.86,651.79
175.106051,ADA,12/01/2023,12/10/2023,67.43,104.48
11434722.0,NTX/ADA LP,11/09/2023,12/10/2023,3.58,4.97
11434722.0,NTX/ADA LP,11/09/2023,12/10/2023,3.58,4.97
11243.0,IDP,11/10/2023,12/10/2023,74.74,66.4
0.020362,iETH,12/03/2023,12/10/2023,40.34,50.67
186.762499,JELLY,11/10/2023,12/10/2023,37.19,28.47
513.257814,MIN,09/07/2023,12/10/2023,8.59,17.47
4.58849,INDY,11/29/2023,12/10/2023,10.03,16.45
29.250032,ADA,12/10/2023,12/10/2023,17.47,17.51
27.535185,ADA,12/10/2023,12/10/2023,16.45,16.49
8.340748,ADA,12/10/2023,12/10/2023,4.97,4.99
111.573144,ADA,12/10/2023,12/10/2023,66.4,66.8
85.146752,ADA,12/10/2023,12/10/2023,50.67,50.98
47.848152,ADA,12/10/2023,12/10/2023,28.47,28.65
290.305987,ADA,12/01/2023,12/10/2023,111.79,173.81
296294713.5,AGIX/ADA LP,11/09/2023,12/10/2023,18.33,26.54
296294713.5,AGIX/ADA LP,11/09/2023,12/10/2023,18.33,26.54
208145068.5,HUNT/ADA LP,12/09/2023,12/11/2023,340.17,181.46
208145068.5,HUNT/ADA LP,12/09/2023,12/11/2023,340.17,181.46
903642593.5,HUNT/ADA LP,11/25/2023,12/11/2023,786.97,787.78
903642593.5,HUNT/ADA LP,11/25/2023,12/11/2023,786.97,787.78
710681970.0,HUNT/ADA LP,11/26/2023,12/11/2023,298.4,619.56
710681970.0,HUNT/ADA LP,11/26/2023,12/11/2023,298.4,619.56
6620.189212,HUNT,12/11/2023,12/11/2023,1712.99,1717.21
43.93217,ADA,12/10/2023,12/11/2023,26.54,24.06
206.16783,ADA,12/11/2023,12/11/2023,120.72,112.9
500.399736,ADA,12/11/2023,12/11/2023,293.0,274.02
28.00119,LENFI,12/11/2023,12/11/2023,136.96,136.96
6.883021,LENFI,12/01/2023,12/11/2023,18.28,33.67
500.293306,ADA,12/11/2023,12/11/2023,292.93,273.74
525.914476,OPTIM,11/27/2023,12/11/2023,168.92,273.74
81.991967,AGIX,12/10/2023,12/11/2023,26.54,24.78
8547324.0,LQ/ADA LP,11/09/2023,12/11/2023,18.31,28.58
8547324.0,LQ/ADA LP,11/09/2023,12/11/2023,18.31,28.58
58745085.5,BOOK/ADA LP,11/04/2023,12/11/2023,9.72,13.44
58745085.5,BOOK/ADA LP,11/04/2023,12/11/2023,9.72,13.44
189550.5,IDP/ADA LP,11/10/2023,12/11/2023,18.75,19.93
189550.5,IDP/ADA LP,11/10/2023,12/11/2023,18.75,19.93
182906.0,IDP/ADA LP,11/10/2023,12/11/2023,18.7,19.23
182906.0,IDP/ADA LP,11/10/2023,12/11/2023,18.7,19.23
37534654.0,WMT/ADA LP,05/23/2023,12/11/2023,16.74,23.26
37534654.0,WMT/ADA LP,05/23/2023,12/11/2023,16.74,23.26
5.809463,LQ,12/11/2023,12/11/2023,28.58,27.2
233.056833,WMT,12/11/2023,12/11/2023,39.97,39.93
7819.0,IDP,12/11/2023,12/11/2023,39.16,39.33
300.36531,ADA,12/11/2023,12/11/2023,175.87,162.79
277.047205,OPTIM,11/27/2023,12/11/2023,89.45,142.86
38.646121,OPTIM,11/27/2023,12/11/2023,12.41,19.93
145.876084,ADA,12/11/2023,12/11/2023,85.41,78.97
153.25033,OPTIM,11/27/2023,12/11/2023,49.22,78.97
280.0,ADA,12/11/2023,12/11/2023,163.95,148.0
274.561491,ADA,12/11/2023,12/11/2023,160.76,145.13
146.417379,DJED,12/11/2023,12/11/2023,148.0,145.13
6666.0,iETH/ADA LP,12/03/2023,12/13/2023,1284.79,1743.22
6666.0,iETH/ADA LP,12/03/2023,12/13/2023,1284.79,1743.22
2356.0,iETH/ADA LP,12/01/2023,12/13/2023,449.23,616.12
2356.0,iETH/ADA LP,12/01/2023,12/13/2023,449.23,616.12
1613.0,iBTC/ADA LP,12/03/2023,12/13/2023,623.96,868.51
1613.0,iBTC/ADA LP,12/03/2023,12/13/2023,623.96,868.51
1622.5,iBTC/ADA LP,12/01/2023,12/13/2023,615.71,873.62
1622.5,iBTC/ADA LP,12/01/2023,12/13/2023,615.71,873.62
2861.927737,ADA,12/13/2023,12/13/2023,1742.68,1757.21
0.004092,iBTC,12/03/2023,12/13/2023,146.06,179.93
0.03587,iBTC,12/13/2023,12/13/2023,1563.74,1577.27
2861.022888,ADA,12/13/2023,12/13/2023,1742.13,1756.65
1012.709708,ADA,12/13/2023,12/13/2023,616.66,621.8
1.863624,ADA,12/11/2023,12/13/2023,1.09,1.14
0.034101,iETH,12/03/2023,12/13/2023,67.56,82.07
0.954696,iETH,12/13/2023,12/13/2023,2277.97,2297.53
432884641.5,HUNT/ADA LP,11/26/2023,12/13/2023,354.97,432.55
432884641.5,HUNT/ADA LP,11/26/2023,12/13/2023,354.97,432.55
933967582.5,HUNT/ADA LP,11/27/2023,12/13/2023,388.77,933.24
933967582.5,HUNT/ADA LP,11/27/2023,12/13/2023,388.77,933.24
500.1,ADA,12/13/2023,12/14/2023,317.35,327.08
508.749236,ADA,12/13/2023,12/14/2023,322.84,339.93
705.242529,GENS,12/14/2023,12/14/2023,327.08,339.93
140.0,ADA,12/13/2023,12/14/2023,88.84,93.6
140.0,ADA,12/13/2023,12/14/2023,88.84,89.66
4946.251168,HUNT,12/13/2023,12/15/2023,1538.39,1355.55
156.318409,MIN,09/07/2023,12/15/2023,2.62,5.34
579.797826,BOOK,12/11/2023,12/15/2023,13.44,15.82
34.953592,VYFI,09/21/2023,12/16/2023,8.46,10.17
115.0,ADA,12/13/2023,12/16/2023,72.98,69.33
300.0,ADA,12/13/2023,12/17/2023,190.37,179.4
577603998.5,HUNT/ADA LP,10/27/2023,12/18/2023,363.77,574.39
577603998.5,HUNT/ADA LP,10/27/2023,12/18/2023,363.77,574.39
20541804.0,HUNT/ADA LP,10/16/2023,12/18/2023,6.29,20.43
20541804.0,HUNT/ADA LP,10/16/2023,12/18/2023,6.29,20.43
426993365.5,HUNT/ADA LP,10/20/2023,12/18/2023,127.3,424.62
426993365.5,HUNT/ADA LP,10/20/2023,12/18/2023,127.3,424.62
2054.953086,HUNT,12/18/2023,12/18/2023,681.82,679.6
448.465869,ADA,12/13/2023,12/18/2023,284.58,261.31
8.80038,ADA,12/15/2023,12/18/2023,5.34,5.13
16.929936,ADA,12/16/2023,12/18/2023,10.17,9.86
26.34148,ADA,12/15/2023,12/18/2023,15.82,15.35
391.462335,ADA,12/11/2023,12/18/2023,229.21,228.09
1637.618351,HUNT,12/18/2023,12/18/2023,543.35,581.25
200.0,ADA,12/11/2023,12/18/2023,117.11,115.39
251607226.0,HUNT/ADA LP,10/20/2023,12/19/2023,75.03,279.07
251607226.0,HUNT/ADA LP,10/20/2023,12/19/2023,75.03,279.07
517247150.0,HUNT/ADA LP,11/26/2023,12/19/2023,217.18,573.7
517247150.0,HUNT/ADA LP,11/26/2023,12/19/2023,217.18,573.7
1000.0,ADA,12/19/2023,12/19/2023,610.41,610.41
397.039558,ADA,12/19/2023,12/19/2023,242.36,242.04
2.960442,ADA,12/11/2023,12/19/2023,1.73,1.8
1710.056129,HUNT,12/19/2023,12/19/2023,672.34,696.53
1110.650018,ADA,12/19/2023,12/19/2023,683.07,683.07
21.883873,ADA,12/19/2023,12/19/2023,13.46,12.65
278.116127,ADA,12/11/2023,12/19/2023,162.84,160.76
764.0,TEDY,12/19/2023,12/19/2023,0,407.71
696.189187,ADA,12/19/2023,12/19/2023,407.71,407.38
3.810813,ADA,12/11/2023,12/19/2023,2.23,2.23
62.51,TEDY,12/19/2023,12/19/2023,0,32.86
55.958504,ADA,12/19/2023,12/19/2023,32.86,32.18
4.041496,ADA,12/11/2023,12/19/2023,2.37,2.32
49.15097,ADA,12/11/2023,12/19/2023,28.78,28.24
15392.0,SNEK,12/19/2023,12/19/2023,27.99,28.24
300.0,ADA,12/11/2023,12/21/2023,175.66,189.14
573.019456,HUNT,12/19/2023,12/21/2023,225.29,189.14
274.247012,ADA,12/11/2023,12/22/2023,160.58,168.21
517.196774,HUNT,12/19/2023,12/22/2023,203.35,168.21
9021.5,iETH/ADA LP,12/13/2023,12/22/2023,2379.59,2379.88
9021.5,iETH/ADA LP,12/13/2023,12/22/2023,2379.59,2379.88
3815.380772,ADA,12/22/2023,12/22/2023,2379.88,2379.88
26.222768,ADA,12/11/2023,12/22/2023,15.35,16.36
0.034101,iETH,12/13/2023,12/22/2023,81.37,81.38
0.970059,iETH,12/22/2023,12/22/2023,2299.06,2314.86
3235.0,iBTC/ADA LP,12/13/2023,12/22/2023,1757.21,1780.28
3235.0,iBTC/ADA LP,12/13/2023,12/22/2023,1757.21,1780.28
2869.612909,ADA,12/22/2023,12/22/2023,1780.28,1776.71
4.394286,ADA,12/11/2023,12/22/2023,2.57,2.72
0.004092,iBTC,12/13/2023,12/22/2023,178.39,182.71
0.03576,iBTC,12/22/2023,12/22/2023,1597.48,1596.72
938.5,OPTIM/ADA LP,12/11/2023,12/22/2023,273.74,329.18
938.5,OPTIM/ADA LP,12/11/2023,12/22/2023,273.74,329.18
563.5,OPTIM/ADA LP,12/11/2023,12/22/2023,162.79,197.65
563.5,OPTIM/ADA LP,12/11/2023,12/22/2023,162.79,197.65
273.5,OPTIM/ADA LP,12/11/2023,12/22/2023,78.97,95.93
273.5,OPTIM/ADA LP,12/11/2023,12/22/2023,78.97,95.93
3017.0,OPTIM/ADA LP,12/06/2023,12/22/2023,654.44,1058.23
3017.0,OPTIM/ADA LP,12/06/2023,12/22/2023,654.44,1058.23
2686.641311,ADA,12/22/2023,12/22/2023,1664.74,1659.47
2529.723158,OPTIM,12/22/2023,12/22/2023,1681.0,1659.47
0.39835,ADA,12/22/2023,12/22/2023,0.25,0.25
1000.0,DRIP,12/22/2023,12/22/2023,0,0.25
25.832379,ADA,12/22/2023,12/22/2023,16.01,16.03
49.167621,ADA,12/11/2023,12/22/2023,28.79,30.51
500.0,ADA,12/11/2023,12/23/2023,292.76,303.18
80.0,ADA,12/11/2023,12/24/2023,46.84,48.95
161.959999,ADA,12/11/2023,12/24/2023,94.83,100.27
300.0,ADA,12/11/2023,12/26/2023,175.66,180.22
25555.0,SNEK,12/24/2023,12/27/2023,48.95,46.71
53834.0,SNEK,12/24/2023,12/27/2023,100.27,98.39
3584.0,SNEK,12/19/2023,12/27/2023,6.52,6.55
425.0,TEDY,12/30/2023,12/30/2023,0,127.4
200.0,ADA,12/30/2023,12/30/2023,119.2,119.34
10.239999,ADA,12/30/2023,12/30/2023,6.1,6.16
26.55,TEDY,12/31/2023,12/31/2023,0,8.25
6.709999,ADA,12/31/2023,12/31/2023,4.06,4.05
86.941297,VYFI,09/21/2023,12/31/2023,21.04,20.9
6.934758,ADA,12/31/2023,12/31/2023,4.19,4.16
34.776048,ADA,12/31/2023,12/31/2023,20.9,20.87
3.512541,ADA,12/30/2023,12/31/2023,2.09,2.11
64.776653,ADA,12/11/2023,12/31/2023,37.93,38.87
